"","HSIC_cl","HSIC_cat","HSIC_mean"
"1",0.0474131987773212,0.289249767976252,0.167258941204414
"2",0.0455983999655467,0.0746003860116731,0.116132255747365
"3",0.000552876469635533,0.0034119700341716,0.00167697907419395
"4",0.0118487938208525,0.028485682353572,0.0283289812894358
"5",0.0773358375308154,0.434671817941662,0.228284217518518
"6",0.0166258079455044,0.0214636413731667,0.1057885207224
"7",0.0644111030896142,0.346888954874047,0.107279789446037
"8",0.111711986844527,0.409741140232466,0.386112383658522
"9",0.0436698656440387,0.0871947064688381,0.087028768458197
"10",0.0684216372767993,0.308533309259116,0.288044601814352
"11",0.0204924566937101,0.137478102373866,0.141612041754263
"12",0.0172496037827827,0.0512115840728309,0.0842245511059253
"13",0.0216530360354183,0.0200670675102358,0.161051422196525
"14",0.00448672697352381,0.0220854465829405,0.0163989802323062
"15",0.0258126883399818,0.0628604643307193,0.135363588441678
"16",0.0307035081330466,0.366197865337065,0.314995866283076
"17",0.00298017738950196,0.0104528168806581,0.0084626461601206
"18",0.0364218398207742,0.101612354493279,0.0736833532118617
"19",0.0435938565663864,0.412417272528038,0.251517668326351
"20",0.0059356175034978,0.0346262676110678,0.071912371148352
"21",0.242674652053988,0.757705276647083,0.529063407600239
"22",0.133200837844355,0.64527602465773,0.348183022365298
"23",0.0627007002841506,0.230787919598191,0.137435303466539
"24",0.00818636145805363,0.180760631657889,0.0587310463378504
"25",0.00577729879514743,0.049168879493623,0.0573710934069571
"26",0.0109734798551843,0.108705751342941,0.0776918257839647
"27",0.0232354413316419,0.244151450845067,0.134218536829833
"28",0.00115761429748662,0.00369294752907723,0.00228631637557797
"29",0.0166124694716028,0.0885528934316895,0.0857288624918167
"30",0.0102617739725861,0.0263185157575294,0.0615663858853271
"31",0.00544490305180834,0.0604435365526707,0.131407494998792
"32",0.0355296179236462,0.108544976971452,0.173653940669186
"33",0.0154332357037801,0.267208051987233,0.174405415946357
"34",0.117666249272597,0.168628278119639,0.342795496858258
"35",0.00855737464533191,0.0363610639995235,0.0281968820147545
"36",0.000263677750433455,0.000728123710383777,0.000528462195426238
"37",0.00954842847627435,0.199824758968399,0.104989103655542
"38",0.0359806059934089,0.0538146560427391,0.145848126142872
"39",0.218388822055541,0.398667890013741,0.296861054416824
"40",0.222338058447983,0.323893080819458,0.333456919281933
"41",0.0183699005706113,0.0856641320012028,0.0886756170723826
"42",0.0135345541015175,0.0455499795545125,0.0263256324866029
"43",0.0296406511981356,0.143209647887481,0.191028502833849
"44",0.191796731731746,0.199668783228464,0.327056180780185
"45",0.00361556560582843,0.0406416935836873,0.0382959199666708
"46",0.0626088158614977,0.294920236972669,0.333580994355862
"47",0.00109984711202893,0.018274869822525,0.0180391060609664
"48",0.0154264658541181,0.242446599943202,0.141149153300635
"49",0.012649306775386,0.037152514445562,0.0216323101810307
"50",0.0055305240772402,0.0975046989363644,0.0472089645191432
