"","HSIC_cl","HSIC_cat","HSIC_mean"
"1",0.133282012725468,0.475533277210101,0.267404655598565
"2",0.0241556436187265,0.170487470310126,0.165305648941238
"3",0.208223818592097,0.38893807990585,0.594691141708505
"4",0.0433226276193615,0.0740087343399733,0.0744587253996208
"5",0.0312216403095498,0.0624943334015878,0.0794118438464465
"6",0.0914495895020276,0.0831541501648917,0.237091965627353
"7",0.123618128949058,0.284553090896968,0.197566119405026
"8",0.158480377617172,0.215381601020692,0.219728345135828
"9",0.0994427048952558,0.192146030996877,0.264149844665641
"10",0.0340276161731548,0.0358717958372651,0.0324653550921521
"11",0.0504290712957762,0.145817799039806,0.110860895759525
"12",0.0863797278978821,0.4067992984026,0.281292657472589
"13",0.128465727061491,0.575732052145425,0.32569572749224
"14",0.22758043566845,0.56331713024554,0.319484840783759
"15",0.0351976956196557,0.302028459345073,0.127837791355587
"16",0.008502391828487,0.0643697951933552,0.0450616048324832
"17",0.0763714942836113,0.136031480527764,0.240751458635035
"18",0.583367105115436,0.159519167477866,0.533816002228398
"19",0.359372130839636,0.405076941321495,0.566339717943889
"20",0.392073570779843,0.295588247656345,0.409036073826258
"21",0.384967273063647,0.735967278923799,0.725867621515538
"22",0.543850152270838,0.593279789302655,0.757522157794127
"23",0.125656678847844,0.518772130580688,0.329861986558474
"24",0.107339865629086,0.696477702307528,0.320111535725561
"25",0.0935514794793515,0.227446654613304,0.167159821671236
"26",0.00343932044698425,0.0392602243519502,0.0315916947143736
"27",0.700362880224601,0.975029087444625,0.996050525386542
"28",0.0121392363370192,0.0658854622480528,0.0472283120392653
"29",0.10020859720475,0.0971055788442166,0.0788719457919121
"30",0.182692965750304,0.494678584125675,0.492698000896235
"31",0.0651256388473369,0.125416967544159,0.247143072383161
"32",0.107405425710371,0.129501536153929,0.165221179244224
"33",0.0699518987901379,0.0513240017526415,0.0674284607983606
"34",0.555558024491458,0.901055976990615,0.707887691141958
"35",0.471464022993164,0.801015859588652,0.706808569187481
"36",0.846966382844976,0.424126084305465,0.939301483584523
"37",0.192860214773303,0.587787650112519,0.474811210692542
"38",0.0617071180357422,0.0297177561465689,0.0777375857819508
"39",0.0363229202841369,0.0752167174530907,0.0854267190831667
"40",0.0100337804179329,0.0317311821581714,0.0789997924653527
"41",0.0688968663450056,0.314830190164329,0.169627452057466
"42",0.633407128560015,0.765360476939497,0.479786930757489
"43",0.00251630144835047,0.0282402936082251,0.0286528740178726
"44",0.0376287109378342,0.0825179111999792,0.122067725210941
"45",0.204596440936883,0.390126509339027,0.249550464322472
"46",0.407780203144504,0.164921428260832,0.824886719680582
"47",0.186026459473474,0.586647193716135,0.52583205868653
"48",0.0603138484101856,0.124682912167789,0.168943489744193
"49",0.553329837437005,0.983668183206681,0.798206474540134
"50",0.225911582149413,0.508633507052846,0.256282776118633
